baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2M8	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0267376	841.633763435512	1.66466913520728	0.245927662926633	46.8578892193195	7.63252288373856e-12	2.53281469717568e-10	62.5009211066171	28.0276119460851	FBgn0267376	Selenoprotein R	protein_coding	41309
FBgn0033382	983.903219584286	1.25622722640189	0.185906033411126	46.837751093295	7.71135650021276e-12	2.54022816873309e-10	33.5719761106112	19.8273952384432	FBgn0033382	alpha/beta hydrolase 1	protein_coding	35930
FBgn0039756	1559.47128392014	3.42775346846381	0.487255326070377	46.8431380744125	7.69018888922613e-12	2.54022816873309e-10	88.2476781547687	11.5686426799565	FBgn0039756		protein_coding	43593
FBgn0030105	864.924566901866	-2.61609367766191	0.347184648081423	46.8088196444872	7.82604134477148e-12	2.568598168377e-10	41.6125065919536	355.754557685149	FBgn0030105		protein_coding	31862
FBgn0263830	312.644923575484	1.35985884698198	0.201303543704349	46.7488133153302	8.06937858898816e-12	2.63883351457347e-10	27.7876689859566	14.915095772253	FBgn0263830		protein_coding	3355162
FBgn0039635	3173.03098753277	1.04188864269253	0.154410004615433	46.7310989528383	8.14265098759865e-12	2.65314711345923e-10	165.069166160337	110.052603393281	FBgn0039635	Pyruvate dehydrogenase E1 beta subunit	protein_coding	43437
FBgn0037890	957.026024706549	1.84872415013769	0.273178192141738	46.6699081686388	8.400917139249e-12	2.72741688928759e-10	124.618899267118	42.7709011126144	FBgn0037890		protein_coding	41359
FBgn0033367	24735.5452477797	2.32807881357181	0.341296242692501	46.655554306154	8.46267772401024e-12	2.73758491985698e-10	902.252685104284	256.250370241624	FBgn0033367	Prophenoloxidase 2	protein_coding	35910
FBgn0051262	43.3996387968996	4.67706429447411	0.697992199170903	46.3521046894907	9.88013182928883e-12	3.18466041364855e-10	2.32751880197253	0.084543667197019	FBgn0051262		protein_coding	318649
FBgn0031689	609.732341152691	-1.70655292835886	0.238799753590188	46.1844236583597	1.07629257954969e-11	3.45682113138942e-10	7.41495411646783	32.2099590622814	FBgn0031689	Cytochrome P450 28d1	protein_coding	33749
FBgn0036806	894.397960491002	1.48016930543558	0.220822004710909	46.0427101538318	1.15702873002826e-11	3.70290369008689e-10	41.6734508953476	20.2320426491433	FBgn0036806	Cytochrome P450 12c1	protein_coding	40037
FBgn0085428	1001.35532951769	-1.08309312675529	0.155678615844919	45.9099456541013	1.23815760504928e-11	3.94849338376177e-10	5.34332536314152	15.5464105448275	FBgn0085428	NADPH oxidase	protein_coding	5740310
FBgn0031678	125.440964878257	2.72148984828786	0.403010331506838	45.8495966543114	1.27689416204742e-11	4.05763575946729e-10	4.97244922333664	0.912497846490265	FBgn0031678	Neprilysin-like 3	protein_coding	326172
FBgn0050272	405.837943983468	2.58427934311572	0.381329312058408	45.7548049200994	1.34020212108216e-11	4.24381608270842e-10	21.8450177497937	4.21689769413647	FBgn0050272	Major Facilitator Superfamily Transporter 1	protein_coding	246519
FBgn0035186	499.335113023404	1.73150892148355	0.259331234392998	45.5479354215548	1.48948599027701e-11	4.69998158265304e-10	58.6482327226579	22.0555246308182	FBgn0035186		protein_coding	38120
FBgn0033079	372.078857602249	3.35793345625182	0.48734426793931	45.4450717599633	1.56980028428908e-11	4.93608879601807e-10	22.2351134307879	2.78012792293279	FBgn0033079	Flavin-containing monooxygenase 2	protein_coding	35561
FBgn0032614	240.220966036613	1.65352332232042	0.248439390142564	45.3354830076914	1.6601398361838e-11	5.20196430202121e-10	14.8557792192769	6.11857213935533	FBgn0032614		protein_coding	35021
FBgn0250815	318715.338585219	1.32273938390147	0.199203654313287	45.2885930187666	1.70036610593462e-11	5.30951124676042e-10	29525.5107981605	15708.7200076912	FBgn0250815	Jonah 65Aiv	protein_coding	38682
FBgn0020645	131.239492521068	2.74132407758838	0.409019529401229	44.9746304926626	1.99603711067331e-11	6.2111978326246e-10	40.191125897483	8.10873318348488	FBgn0020645	Lcp65Aa	protein_coding	38709
FBgn0029849	560.812653282838	1.27440286048121	0.193089589060331	44.653046862218	2.3523124921118e-11	7.29460215226255e-10	21.9656842487221	12.6192340679786	FBgn0029849	ER GDP-fucose transporter	protein_coding	31553
FBgn0027111	217.277051994992	-1.93630827216814	0.279966318319966	44.5603765918856	2.46632871810764e-11	7.58133932814002e-10	1.9401343657936	10.1147762795353	FBgn0027111	midkine and pleiotrophin 1	protein_coding	38047
FBgn0034901	6240.92497167514	2.10727581414328	0.317424257457343	44.5597081106707	2.46717095880874e-11	7.58133932814002e-10	1327.94545236996	358.25427199055	FBgn0034901		protein_coding	37760
FBgn0052473	4785.44513066347	1.49454175476639	0.22671549838493	44.5574102511971	2.47006830106197e-11	7.58133932814002e-10	103.698776784806	51.0967162432044	FBgn0052473		protein_coding	41636
FBgn0032184	64.5005767497887	8.06904112391517	1.32963351045743	44.2943238182331	2.82534256739115e-11	8.64228085324782e-10	17.5955213518929	0	FBgn0032184		protein_coding	34345
FBgn0085312	26.5053680543597	8.68924045181612	1.43917565007949	44.2812469738204	2.84427914288128e-11	8.67071265489199e-10	8.13536983693137	0	FBgn0085312		protein_coding	5740817
FBgn0031249	26593.1474823396	1.96491463560442	0.297957047911433	44.1631120421586	3.02121267392432e-11	9.17897485695993e-10	2602.49461123386	963.140163012442	FBgn0031249		protein_coding	33206
FBgn0035931	165.922288793799	2.79123168796406	0.419247632892926	44.1083363156325	3.10694933383141e-11	9.40767520509961e-10	16.4925918010918	2.75666904624093	FBgn0035931		protein_coding	39010
FBgn0039112	1417.43634902641	1.0759961653052	0.164382240443471	43.9725451469789	3.33014353117161e-11	1.00496579784652e-09	126.559232654646	84.5820914553935	FBgn0039112	Succinate dehydrogenase, subunit D	protein_coding	42808
FBgn0042094	824.614399994516	1.07621413707383	0.164382777814904	43.9380498270426	3.38935402635474e-11	1.01941340331131e-09	57.0577168540059	38.4955061795192	FBgn0042094	Adenylate kinase 3	protein_coding	41318
FBgn0034662	14025.262614151	2.0349440889726	0.309448912167187	43.8215421588777	3.59723748943288e-11	1.07833189141566e-09	112.215355310735	38.6453955547706	FBgn0034662		protein_coding	37487
FBgn0037782	1627.43158610549	1.90710831580359	0.291173049189617	43.6641464809331	3.8984886782057e-11	1.16475444129913e-09	276.93042972315	116.26680986178	FBgn0037782	Niemann-Pick type C-2d	protein_coding	41232
FBgn0034756	351.431436505457	2.67457217783828	0.403456603018146	43.656307403448	3.91413580133181e-11	1.165557061635e-09	18.9687161844954	3.61721221425064	FBgn0034756	Cytochrome P450 6d2	protein_coding	37594
FBgn0013995	912.641735531755	1.16842515509332	0.179352388133285	43.5642783086541	4.10259879052043e-11	1.2136404908931e-09	14.7961497809324	9.49300634504961	FBgn0013995	Na/Ca-exchange protein	protein_coding	42481
FBgn0033320	857.543340373169	-2.50937804843594	0.346460568927311	43.5643819617804	4.10238149395677e-11	1.2136404908931e-09	6.81732788467705	46.6218963642891	FBgn0033320		protein_coding	35854
FBgn0283658	3450.25963891658	1.39591872067499	0.214403428715657	43.5010288201209	4.23736557255807e-11	1.24939765882015e-09	110.562222548428	59.2998974144526	FBgn0283658	midline uncoordinated	protein_coding	34021
FBgn0036361	862.593739743011	2.50557929608962	0.379448336022819	43.4674535171638	4.31069636966956e-11	1.26686576641956e-09	85.8313450527061	23.908293682271	FBgn0036361		protein_coding	39509
FBgn0039592	30.019261379691	-7.80124117690845	1.54375431064437	43.3067188641744	4.67973831098032e-11	1.37084321272463e-09	0	2.67175225349667	FBgn0039592		protein_coding	43389
FBgn0040251	52.6024217807608	-3.6919201183521	0.590796179129664	43.1956067839207	4.95317721043391e-11	1.44623125498156e-09	0.174590221049437	3.1405946487362	FBgn0040251	UDP-glycosyltransferase family 302 member K1	protein_coding	53502
FBgn0283494	1842.15954305439	1.11762957898538	0.172502033474625	43.0812803272094	5.25122955433335e-11	1.52829473728543e-09	130.711482930277	79.7794870607573	FBgn0283494	Adenylate kinase 2	protein_coding	37834
FBgn0038400	1511.10737017685	1.14478230726856	0.176839374836144	43.0236891597604	5.40810475164813e-11	1.56887374295392e-09	117.098752950498	72.1412319507881	FBgn0038400	MICOS subunit 26/27	protein_coding	41959
FBgn0036481	312.958137017236	-1.8426098753467	0.269286443395447	42.796086236093	6.07535864951111e-11	1.75677493038757e-09	2.87781353729539	13.4460539938893	FBgn0036481		protein_coding	39648
FBgn0034429	292.991293926951	2.1343232606366	0.328826817249436	42.7420805856593	6.24542158359986e-11	1.80016270196518e-09	43.0398093535888	13.4002877654274	FBgn0034429	Arylalkylamine N-acetyltransferase-like 4	protein_coding	37213
FBgn0004428	328.901145723203	2.01560079854092	0.310882004413495	42.7238215830611	6.30399018171803e-11	1.81123909598052e-09	69.5260981147225	22.498323043707	FBgn0004428	Lysozyme E	protein_coding	38128
FBgn0017567	1022.51880732515	1.16415725157495	0.1803949063977	42.7132700130104	6.33808631207561e-11	1.81523599377376e-09	104.568468977437	63.5076752074035	FBgn0017567	NADH dehydrogenase (ubiquinone) 23 kDa subunit	protein_coding	44207
FBgn0000064	30514.6322740322	1.55984997715851	0.241673616540485	42.683283339921	6.4359957300287e-11	1.837425701592e-09	1696.86472009194	742.92274358857	FBgn0000064	Aldolase 1	protein_coding	43183
FBgn0032935	1223.68932960078	-1.66330907313426	0.24137770641512	42.6127909623291	6.67216461136977e-11	1.89882203639393e-09	11.6809824172858	47.271034898444	FBgn0032935	Autophagy-related 18b	protein_coding	35396
FBgn0035718	304.079413796887	2.42779521855318	0.372833403321193	42.5712311321527	6.81544615936943e-11	1.93347972590565e-09	19.7359444664631	3.88203110028316	FBgn0035718		protein_coding	38754
FBgn0035043	956.60791335116	1.1146093297481	0.173036710983224	42.5430654913042	6.91429688650127e-11	1.95535446227377e-09	42.5981396802676	27.2297365536503	FBgn0035043		protein_coding	37943
FBgn0052633	2760.50116736265	1.64966191330131	0.255978824384386	42.4864152283688	7.11748527530315e-11	2.00650611538562e-09	253.991066073814	121.039254148334	FBgn0052633		protein_coding	326225
FBgn0266671	631.133643347476	1.29139314738691	0.200676882783216	42.4646423683644	7.19715888823509e-11	2.02262655880932e-09	17.9524266889439	9.85689257945124	FBgn0266671	Secretory 6	protein_coding	37142
FBgn0010516	3688.1369503382	1.0303505799044	0.160226192832866	42.4445568211428	7.2714495293016e-11	2.03713849274172e-09	215.609181607345	142.083349506814	FBgn0010516	walrus	protein_coding	36252
FBgn0036762	4060.44879832174	1.08543278593383	0.169052177846515	42.3316141120631	7.70371553407437e-11	2.15153769558791e-09	140.895702548745	92.5773864554764	FBgn0036762		protein_coding	39988
FBgn0040336	603.088376208309	1.4832658507646	0.230829040405906	42.3041274912194	7.81275010302316e-11	2.17523410763119e-09	21.4817150871383	10.5572633232899	FBgn0040336	Seipin	protein_coding	31245
FBti0020031	187.147181244246	5.99774993851147	0.842422401826505	42.2529882198153	8.01973789908443e-11	2.22597231254526e-09	3.53187278789014	0.0749532689334934	FBti0020031		transposable_element	NA
FBgn0028534	9054.66858098881	1.9289500090284	0.29955430194466	42.1539882270331	8.43617224584372e-11	2.33435375405762e-09	933.898579889247	313.750973354673	FBgn0028534		protein_coding	34800
FBgn0031801	305.996311963021	2.4047106089305	0.37172203593096	42.0270784301522	9.00182025543655e-11	2.48323219500432e-09	18.4255381617122	5.01872697689416	FBgn0031801		protein_coding	33885
RR48344_transposable_element	410.530117437582	1.89433165018819	0.29531673177378	41.9086988023669	9.56362289836048e-11	2.63014252981516e-09	3.4642814751261	1.23983684597099	RR48344_transposable_element		transposable_element	NA
FBgn0030668	615.149286978326	2.0433811762656	0.318082696094974	41.8608907705215	9.80033799731892e-11	2.68270552467852e-09	34.2258152699797	12.0020008016354	FBgn0030668		protein_coding	32504
FBgn0032833	4868.28542542035	1.16915860573787	0.183148454621218	41.8580847380278	9.81441251661553e-11	2.68270552467852e-09	578.944708060032	359.237099361564	FBgn0032833	Cytochrome c oxidase subunit 4	protein_coding	35279
FBgn0266490	399.047057246326	1.23843503214194	0.194145160550344	41.696737214411	1.06586714902855e-10	2.90464947612539e-09	95.9724750306707	54.9190705175992	FBgn0266490		protein_coding	19835262
FBgn0038290	530.719320621184	2.32305126595332	0.361008760892525	41.6172081308355	1.11011839920846e-10	3.01610113718481e-09	33.5946458309602	8.73576409766098	FBgn0038290		protein_coding	41820
FBgn0038291	2084.88381117625	2.06015144815051	0.322754609465868	41.2638401170343	1.33006749864155e-10	3.60280030580826e-09	100.214309307654	33.4769418602489	FBgn0038291		protein_coding	41821
FBgn0036988	337.444532804708	-1.36279892802414	0.206899591753558	41.2464933387913	1.34192369869927e-10	3.62399994666744e-09	4.1831457190146	14.5241166061228	FBgn0036988		protein_coding	40258
FBgn0261439	5154.08083523293	1.35926426820415	0.215207477409098	40.9564881386686	1.55656403571599e-10	4.17856130543101e-09	133.178067890835	72.7601422796853	FBgn0261439	Succinate dehydrogenase, subunit A (flavoprotein)	protein_coding	37228
FBgn0032068	5343.3152074966	2.15017615813369	0.337732761261669	40.9200728410234	1.58583929676655e-10	4.24447999875642e-09	138.236162090536	47.7233306172399	FBgn0032068	Lysosomal alpha-mannosidase V	protein_coding	34205
FBti0063624	827.832338079968	-2.00648531529017	0.294088441799846	40.6067972398061	1.8615796125846e-10	4.96771081779624e-09	3.91161373362931	21.7040775956403	FBti0063624		transposable_element	NA
FBgn0287423	3533.32405935872	4.49813056890664	0.660312993509243	40.592268804539	1.87547250950113e-10	4.98997759702476e-09	1540.53633102917	49.383109255563	FBgn0287423	Neuropeptide-like precursor 2	protein_coding	50286
FBgn0053302	90.9819507148998	2.50090749472337	0.396027240253113	40.4621834174452	2.00458559964195e-10	5.31776940931564e-09	7.11670361671732	1.72601665900748	FBgn0053302	Cuticular protein 31A	protein_coding	2768918
FBgn0035665	125352.59258669	1.26228259287416	0.201264035716932	40.4145028931224	2.05410673340716e-10	5.43311230986194e-09	11935.944408559	6780.77160251038	FBgn0035665	Jonah 65Aiii	protein_coding	38683
FBgn0031558	1107.02056680295	-1.53851897912881	0.230510678039928	40.3773505720618	2.09354063590628e-10	5.5211762283593e-09	201.640422084319	748.444427842114	FBgn0031558		protein_coding	33589
FBti0018951	1478.73624436739	2.79147207658348	0.436167161960769	40.2421351323939	2.2435674397875e-10	5.89953274444708e-09	23.6763470467022	4.21886839784503	FBti0018951		transposable_element	NA
FBgn0266448	1523.37323761576	1.84159837886665	0.293083342678846	40.2354464148273	2.25126207933823e-10	5.90250725349525e-09	62.2915686165788	24.9307850858987	FBgn0266448		protein_coding	19836061
FBgn0037761	79.519229418858	4.2160431385096	0.649168073207207	40.1485211269985	2.3536960586416e-10	6.15313623702439e-09	9.54267813252037	0.467426831356319	FBgn0037761		protein_coding	41210
FBgn0037973	881.824472907173	1.59775326566394	0.256019038066867	39.8615108287124	2.72622789455351e-10	7.08582874442766e-09	64.7646192658881	28.8510919152165	FBgn0037973		protein_coding	41452
FBgn0028703	1196.57082729581	-1.02866510335767	0.158744960902183	39.7796072196399	2.84298056745552e-10	7.36798969542579e-09	10.9773049500866	30.9430218381951	FBgn0028703	Na[+]/H[+] hydrogen exchanger 3	protein_coding	33939
FBgn0034406	4180.70119814201	1.43604669931809	0.23077150211793	39.7309318681789	2.91472463473835e-10	7.53221800005805e-09	198.763318880465	89.9740495562138	FBgn0034406	Juvenile hormone epoxide hydrolase 3	protein_coding	37182
FBgn0041150	415.403594574463	1.87916247245789	0.301439370791945	39.5911991425449	3.13091085519291e-10	8.067702384169e-09	9.22359028390052	3.1167814372733	FBgn0041150	hoepel1	protein_coding	249663
FBgn0031910	1205.94663365266	-1.61490478955342	0.243790033256628	39.5402869062648	3.21360847001452e-10	8.25713742024017e-09	20.0746714410667	87.8117699720604	FBgn0031910		protein_coding	34019
FBgn0028342	2053.13449864441	1.29353607903084	0.209066563059635	39.3060014374403	3.623259606638e-10	9.28318337393036e-09	285.547420965507	166.376840623434	FBgn0028342	ATP synthase, delta subunit	protein_coding	31950
FBgn0033782	1260.65247133848	2.43057024789254	0.387946630300018	39.2508989240466	3.72696746818278e-10	9.52176660266129e-09	90.0659698700741	19.1672600907679	FBgn0033782	sugarbabe	protein_coding	36424
FBgn0010042	102.331678454263	5.63328613248385	0.84780368746547	39.0501779157233	4.1305148560617e-10	1.05228668840121e-08	17.5780439044452	0.32649280948892	FBgn0010042	Glutathione S transferase D6	protein_coding	48339
FBgn0051548	1214.21655730083	1.34031645408712	0.217464513022001	38.9833486511859	4.27435824617108e-10	1.08585603694397e-08	106.336433060041	55.0420427304607	FBgn0051548		protein_coding	318794
FBgn0002569	214.868986680258	2.18578913290967	0.354058844489612	38.6261749124337	5.13259670575608e-10	1.30020963872858e-08	8.88389548193657	2.20125052382302	FBgn0002569	Maltase A2	protein_coding	35825
FBgn0030612	247.604040721053	2.27995698468234	0.369339440448892	38.4446588286355	5.63285324632884e-10	1.41894255586093e-08	11.2509469241229	3.31146331916557	FBgn0030612	Dihydrolipoamide branched chain transacylase E2	protein_coding	32441
FBgn0032436	62.5861454135552	4.46342008753245	0.705615403628367	38.2933908289941	6.08684502322075e-10	1.52902227077721e-08	5.98033214886711	0.31519740530298	FBgn0032436		protein_coding	34663
FBgn0086450	1030.39501030733	1.37879313618107	0.226119850896227	38.1348977479324	6.60187454278428e-10	1.6537787677788e-08	20.3782232891718	10.7644303895939	FBgn0086450	suppressor of rudimentary	protein_coding	31858
FBgn0033809	593.235274577499	-1.84363782867311	0.282304988647974	38.0920679392968	6.74839153344166e-10	1.6857856961178e-08	5.03455680253916	23.6848176571917	FBgn0033809		protein_coding	36458
FBgn0028938	56.065018530624	-3.65376370544476	0.604071381121457	37.9892681409309	7.11348374755753e-10	1.77206535572811e-08	0.130318044050166	2.25457261601776	FBgn0028938		protein_coding	34809
FBgn0000579	20645.1387189689	1.46943584752838	0.241502764390949	37.9769090151859	7.15868812784752e-10	1.77840006446776e-08	861.513171790803	452.932880343608	FBgn0000579	Enolase	protein_coding	33351
FBgn0010423	2477.31680357256	1.92101106761058	0.314755003709997	37.8794515934563	7.52537013079779e-10	1.86434307400178e-08	479.008257349455	148.905489614872	FBgn0010423	Troponin C at 47D	protein_coding	36195
FBgn0031589	2165.4549946825	-1.1549947394895	0.181376340942182	37.8432873102626	7.66617124594694e-10	1.89400763776925e-08	20.7287214815889	61.9696000068087	FBgn0031589	Nicotinate phosphoribosyltransferase	protein_coding	33626
FBgn0259998	28050.4791996008	2.18668912249289	0.357138588978582	37.7945987809633	7.85990897481309e-10	1.9365523674108e-08	2889.68799746424	958.455271174874	FBgn0259998		protein_coding	35409
FBgn0053306	2173.97430291784	1.39771156189447	0.230380974553672	37.7807471785139	7.91591657912614e-10	1.94502289060332e-08	246.094188354434	140.503898746079	FBgn0053306		protein_coding	2768915
FBgn0027610	1208.89382828344	1.2837310604233	0.211687928568772	37.7404480525669	8.08114487575381e-10	1.98021078658458e-08	59.2372743258386	30.8926941105583	FBgn0027610	Dicarboxylate carrier 1	protein_coding	41640
FBgn0034884	121.581360312127	1.74679956967355	0.288498259144288	37.6264836616103	8.5673339291068e-10	2.09364222892547e-08	12.703525643618	5.23979872802138	FBgn0034884	Entomoglyceroporin 3	protein_coding	37738
FBgn0264776	668.364813049805	3.20635976261191	0.512600925053134	37.6151230406069	8.61737712891215e-10	2.10016456694599e-08	92.1037375076137	12.827443866028	FBgn0264776		protein_coding	41893
FBgn0033570	971.466465720008	1.09151657944203	0.180411336969405	37.5347818730335	8.97973070042412e-10	2.18255995105173e-08	186.019300338235	117.509898511264	FBgn0033570	NADH dehydrogenase (ubiquinone) B14 subunit	protein_coding	36159
FBgn0250907	7635.1721674085	-1.56503943063993	0.241982224683794	37.4781104291929	9.24446817448972e-10	2.24084911841472e-08	20.6411546477297	91.7084702012572	FBgn0250907	Chitinase 10	protein_coding	3355116
FBgn0052750	414.481966726804	2.2964541932162	0.376754682052863	37.4106600176573	9.56976370919918e-10	2.31346465152764e-08	22.1510958621721	5.8232003236456	FBgn0052750		protein_coding	326238
FBgn0036377	118.453969108623	2.69064273669119	0.442771765692612	36.9757102391842	1.19610044610336e-09	2.87607789085763e-08	3.88698806955584	0.76005467231483	FBgn0036377		protein_coding	39525
FBgn0038056	193.801981237841	1.7550434045151	0.293080349141296	36.6801069289352	1.39192613297871e-09	3.32914673241424e-08	10.3040671050654	4.18054840574729	FBgn0038056		protein_coding	41541
FBgn0041194	2454.54724433677	-2.14915151810486	0.327323559065636	36.6513716275592	1.41259589255328e-09	3.36962197923916e-08	19.1819003556217	107.40302580564	FBgn0041194	Phosphoribosylamidotransferase 2	protein_coding	38753
FBgn0030157	647.752801267832	1.33283068108925	0.223008204935302	36.6412117167879	1.41997738718878e-09	3.37826895317162e-08	81.1301180459607	40.507621257945	FBgn0030157		protein_coding	31920
FBgn0031930	670.162808557258	1.89651922180465	0.316343837412299	36.5895485736773	1.45811408651627e-09	3.45984696043294e-08	42.2103917215409	13.9868331777345	FBgn0031930		protein_coding	34042
FBgn0029827	331.488793726905	2.31079359439797	0.383776428217481	36.4849348079725	1.53850780687944e-09	3.64100018612285e-08	27.0093269441083	7.77127793902967	FBgn0029827		protein_coding	31528
FBgn0051288	189.65457998648	2.19988523650851	0.366937059237513	36.4275788893819	1.58445324634509e-09	3.73989187516571e-08	12.455931241549	3.15558157463792	FBgn0051288		protein_coding	318664
FBgn0039052	183.539093463787	1.76568846682492	0.296464152333075	36.2612788615769	1.72558452674396e-09	4.05174455587688e-08	12.000925824499	5.14134617224436	FBgn0039052		protein_coding	42731
FBgn0015038	175.629250246964	2.80183269374348	0.463701397128876	36.1962487085938	1.78413659168542e-09	4.17831780443412e-08	9.23455347478204	1.84105100870643	FBgn0015038	Cytochrome P450 9b1	protein_coding	35634
FBgn0034899	9399.31378792282	2.55141349468959	0.424395004233592	35.8913464404355	2.08633281798635e-09	4.86231119265417e-08	1744.76546937778	455.237200702025	FBgn0034899		protein_coding	37758
FBgn0039778	16123.031234644	2.22292088894934	0.37232156501842	35.8907099547203	2.0870144783326e-09	4.86231119265417e-08	1799.45470498031	463.065032581881	FBgn0039778	Jonah 99Fi	protein_coding	43622
FBgn0031066	5064.19048417348	1.18751103693078	0.20097694607991	35.8631202332841	2.1167777283153e-09	4.91891010613424e-08	808.898685105265	499.394377005996	FBgn0031066	Cytochrome c oxidase subunit 6B	protein_coding	32989
FBgn0263390	398.053745078112	1.77981449356824	0.300768845668124	35.7329322051758	2.26305945715397e-09	5.24528188097568e-08	13.9591958301164	5.39286914509236	FBgn0263390	Na[+]/H[+] hydrogen antiporter 2	protein_coding	42710
FBgn0052302	13326.1869864817	-1.56079768304343	0.247089823223053	35.7268850425523	2.27009495539908e-09	5.24806270794445e-08	287.424051621882	1226.8461539813	FBgn0052302		protein_coding	38293
FBgn0033458	146.939533371447	1.91551569053913	0.325173665247004	35.507399674024	2.54083504774807e-09	5.85890502164061e-08	5.61167861377037	2.22377872960565	FBgn0033458	Linking immunity and metabolism	protein_coding	36023
FBgn0038292	3686.43472724368	1.38226603742635	0.23517616492606	35.4586749889974	2.60519510563789e-09	5.99194874296714e-08	185.23545363474	94.0405246030887	FBgn0038292		protein_coding	41822
FBgn0031360	2127.15291643198	1.53240520019947	0.260537303420039	35.4484933480531	2.61884880332157e-09	6.00798655313032e-08	145.600040994644	71.7225191822442	FBgn0031360		protein_coding	326177
FBgn0058198	52.4470856272921	3.55126844907181	0.596073095489164	35.4111949761594	2.66948126892093e-09	6.10856108178269e-08	10.2165076119673	0.828319088215523	FBgn0058198		protein_coding	3354922
FBgn0027552	2735.52186859073	1.17010028658177	0.199395913033584	35.3632296815939	2.73603762011783e-09	6.24497114662936e-08	190.904745106073	116.779930583848	FBgn0027552		protein_coding	38463
FBgn0039471	10584.7278105732	1.8938258950613	0.321388011304039	35.3316296238101	2.78079111782042e-09	6.3150642733735e-08	862.529337562775	282.786762456565	FBgn0039471		protein_coding	43247
FBgn0038973	10632.104493067	1.75586664674667	0.298742609482393	35.2678058346208	2.87342934578106e-09	6.50900506463704e-08	1792.25355650571	737.776773939159	FBgn0038973	Phosphatidylethanolamine-binding protein 1	protein_coding	42644
FBgn0085465	165.857190538379	-2.06378049954943	0.333161781024147	35.2536940188167	2.89432584746865e-09	6.53986742368985e-08	3.70185180431019	23.4541687710457	FBgn0085465		protein_coding	5740743
FBgn0050339	335.599107465276	1.98529232770826	0.337355507550002	35.1987599919914	2.9771305293397e-09	6.71010898505061e-08	30.3784186273807	9.2003119667378	FBgn0050339		protein_coding	246549
FBgn0032596	2055.07806088663	-1.00744390400201	0.165127245926465	35.1570892500756	3.04152153959298e-09	6.83810080138991e-08	95.8553405004105	262.517374909249	FBgn0032596	Proteasome beta4 subunit	protein_coding	34999
FBgn0016687	2852.87369100979	1.04612482845375	0.178918519610183	35.0933909722587	3.14265586290073e-09	7.04785640275966e-08	180.727483972708	119.964176067218	FBgn0016687	Nucleosome remodeling factor - 38kD	protein_coding	37922
FBgn0041180	2489.25329754494	2.17461953946577	0.368922926017805	35.0515546747555	3.21090509930385e-09	7.18300237762177e-08	41.0230594343993	14.4422678357116	FBgn0041180	Thioester-containing protein 4	protein_coding	35248
FBgn0034475	93.000690703766	1.91687976663683	0.328081226719437	34.9845452986282	3.323326306952e-09	7.41604800953334e-08	24.7538501699898	8.66988344290977	FBgn0034475	Odorant-binding protein 56h	protein_coding	37271
FBgn0027785	1452.33254251361	1.01261309260376	0.173562437576182	34.9116668648416	3.4500733753801e-09	7.67982917445377e-08	203.028096243947	136.823549982049	FBgn0027785	NP15.6	protein_coding	42282
FBgn0000044	178896.81278073	1.68971823042223	0.289306029183164	34.8737821840725	3.51786160288339e-09	7.81138997400748e-08	8004.79705301044	3216.80199340002	FBgn0000044	Actin 57B	protein_coding	37368
FBgn0032187	955.707623572047	1.55429352061957	0.267046005841597	34.6921959883305	3.86176577006813e-09	8.55390629808441e-08	15.8415996109826	7.77125948889328	FBgn0032187		protein_coding	34348
FBgn0037144	260.563270641467	2.0296068071586	0.347448249114248	34.6699936616237	3.90606135745712e-09	8.63076407558032e-08	9.74460097132127	2.96806033897668	FBgn0037144		protein_coding	40441
FBgn0036469	308.282252497558	2.48827436897872	0.424414959288384	34.3835741448042	4.52526318751391e-09	9.95004690594439e-08	94.7900534284154	24.486918997567	FBgn0036469		protein_coding	39636
FBgn0033942	123.382365046425	1.63346194484442	0.28221308402804	34.3742486659158	4.54699769520242e-09	9.97345128608667e-08	20.2182562749658	8.90064935393348	FBgn0033942	Cuticular protein 51A	protein_coding	36613
FBgn0039667	262.978045340207	1.98567158310636	0.34219905186236	34.2282876236388	4.90113235603715e-09	1.07240591916891e-07	11.1525001806745	4.09934205929409	FBgn0039667	F-box involved in polyQ pathogenesis	protein_coding	43475
FBgn0037612	1346.98322970124	-2.3365433793521	0.366025009013194	34.1563426599501	5.08572065194892e-09	1.11009431609167e-07	9.40971827425703	63.830393053754	FBgn0037612		protein_coding	41033
FBgn0002933	383.745043867491	2.37815222395339	0.407689300510413	34.1402860905419	5.12785799803727e-09	1.11658176698182e-07	102.725996328881	31.4817466169771	FBgn0002933	new glue 1	protein_coding	31300
FBgn0033137	2853.09137711714	-2.74118474817885	0.419639490684279	34.1020966410426	5.229488906833e-09	1.13423520478914e-07	37.0012905248163	321.50376385652	FBgn0033137	Tetraspanin 42Ep	protein_coding	35626
FBgn0033875	264.019305079854	-1.3518706510748	0.226252741415589	34.1003609648776	5.23415556530072e-09	1.13423520478914e-07	4.54513276271427	15.5660085005693	FBgn0033875		protein_coding	36532
FBgn0053508	48.2265123597021	-4.50989667751068	0.805309878205801	34.0556407425792	5.35584215047782e-09	1.15781462642421e-07	0.103699302733599	2.73497562008466	FBgn0053508	pickpocket 13	protein_coding	3346226
